date,ticker,market_cap,eps_ttm
2023-06-01,IMCR,2.684,-1.05
2023-06-01,AVAL,2.566,0.29
2023-06-01,IHS,2.762,-1.43
2023-06-01,ETRN,3.829,-0.75
2023-06-01,CEQP,2.662,-0.1
2023-06-01,MGEE,2.563,2.98
2023-06-01,MORF,2.588,-1.61
2023-06-01,INTA,2.759,-1.37
2023-06-01,APAM,2.202,2.76
2023-06-01,TV,2.601,13.62
2023-06-01,PRGS,2.579,2.22
2023-06-01,VTSCY,2.621,-0.09
2023-06-01,PDCO,2.567,1.99
2023-06-01,JWN,2.586,1.51
2023-06-01,WDFC,2.607,4.39
2023-06-01,PROK,2.635,-0.85
2023-06-01,PLXS,2.5,5.99
2023-06-01,MATX,2.497,19.78
2023-06-01,SDGR,2.51,0.12
2023-06-01,MCW,2.511,0.29
2023-06-01,PEGRY,2.618,0.45
2023-06-01,INSM,2.625,-4.36
2023-06-01,MQ,2.584,-0.36
2023-06-01,CNX,2.598,7.38
2023-06-01,MC,2.538,1.25
2023-06-01,RVNC,2.556,-4.67
2023-06-01,NABL,2.603,0.08
2023-06-01,FTDR,2.574,1.1
2023-06-01,ACIW,2.463,0.78
2023-06-01,FWRD,2.548,6.94
2023-06-01,NAD,2.6,-3.58
2023-06-01,XENE,2.457,-2.27
2023-06-01,OFC,2.576,1.7
2023-06-01,LAZR,2.63,-1.49
2023-06-01,DBC,,
2023-06-01,LGF-A,2.224,-8.13
2023-06-01,CNO,2.485,1.84
2023-06-01,KFY,2.503,4.75
2023-06-01,FG,2.563,-0.03
2023-06-01,AYX,3.033,-4.59
2023-06-01,IFS,2.549,3.54
2023-06-01,AMED,2.499,3.35
2023-06-01,PSEC,2.501,-0.56
2023-06-01,TAC,2.549,0.31
2023-06-01,CBZ,2.558,2.36
2023-06-01,ALRM,2.44,1.18
2023-06-01,SVMB,2.442,0.02
2023-06-01,TWKS,2.497,-0.24
2023-06-01,LAZ,2.522,2.19
2023-06-01,DNUT,2.629,-0.12
2023-06-01,HUBG,2.443,9.75
2023-06-01,OLK,2.405,-0.12
2023-06-01,AKRO,2.496,-2.69
2023-06-01,BEAM,2.478,-4.39
2023-06-01,FIBK,2.375,2.86
2023-06-01,FL,2.316,2.63
2023-06-01,PD,2.555,-1.48
2023-06-01,FORM,2.441,0.29
2023-06-01,DEA,2.454,0.3
2023-06-01,JXN,2.328,21.73
2023-06-01,AXNX,2.484,-0.94
2023-06-01,REZI,2.36,1.68
2023-06-01,ENR,2.384,-3.18
2023-06-01,PTON,2.739,-6.84
2023-06-01,WD,2.409,5.03
2023-06-01,BRC,2.362,3.32
2023-06-01,CORT,2.333,0.78
2023-06-01,SITC,2.502,0.74
2023-06-01,OSTIY,2.432,1.0
2023-06-01,AX,2.312,4.54
2023-06-01,GBTC,2.469,
2023-06-01,SBRA,2.578,-0.56
2023-06-01,EXTR,2.69,0.45
2023-06-01,OZON,2.422,-4.44
2023-06-01,SPT,2.39,-0.93
2023-06-01,HAYW,2.277,0.5
2023-06-01,DKL,2.306,3.61
2023-06-01,HELE,2.26,5.82
2023-06-01,CVI,2.382,5.61
2023-06-01,GLNG,2.271,1.82
2023-06-01,RXO,2.494,0.46
2023-06-01,NVG,2.468,-4.28
2023-06-01,SJW,2.344,2.68
2023-06-01,ESE,2.365,3.34
2023-06-01,TDW,2.42,0.01
2023-06-01,FROG,2.447,-0.96
2023-06-01,CALM,2.305,15.15
2023-06-01,EXG,2.386,-1.72
2023-06-01,MXL,2.282,1.23
2023-06-01,TCBI,2.278,5.95
2023-06-01,LIVN,2.452,-1.55
2023-06-01,EXPI,2.383,0.05
2023-06-01,OUT,2.321,0.7
2023-06-01,IOSP,2.331,5.19
2023-06-01,ATAT,2.334,0.12
2023-06-01,CRI,2.317,5.63
2023-06-01,SHOO,2.329,2.31
2023-06-01,CVCO,2.24,25.99
2023-06-01,ASB,2.28,2.53
2023-06-01,ROYMY,2.372,-2.23
2023-06-01,YELP,2.293,0.48
2023-06-01,AVAV,2.466,-0.34
2023-06-01,AGTI,2.206,0.1
2023-06-01,HCM,2.139,-2.14
2023-06-01,PZZA,2.244,2.25
2023-06-01,ARLP,2.213,5.56
2023-06-01,KTB,2.166,4.07
2023-06-01,TMDX,2.351,-0.94
2023-06-01,MRCY,2.338,-0.06
2023-06-01,SFBS,2.25,4.61
2023-06-01,VRNT,2.321,-0.09
2023-06-01,DEI,2.286,0.51
2023-06-01,PAX,2.245,0.62
2023-06-01,ABR,2.328,1.73
2023-06-01,PSMT,2.228,3.44
2023-06-01,NUVL,2.415,-1.81
2023-06-01,FUN,2.293,4.44
2023-06-01,JKS,2.125,3.55
2023-06-01,EQC,2.257,0.46
2023-06-01,EVCM,2.127,-0.34
2023-06-01,XRX,2.205,-1.34
2023-06-01,CBRL,2.195,4.79
2023-06-01,SITM,2.258,0.0
2023-06-01,ABCB,2.254,4.69
2023-06-01,CPK,2.251,5.0
2023-06-01,AMRC,2.302,1.46
2023-06-01,EVEX,2.085,-0.7
2023-06-01,HIW,2.236,1.53
2023-06-01,EVTC,2.277,3.38
2023-06-01,ITCL,2.237,0.85
2023-06-01,GBDC,2.225,0.63
2023-06-01,JBLU,2.24,-0.91
2023-06-01,NHI,2.275,2.09
2023-06-01,CATY,2.183,5.16
2023-06-01,MRTX,2.153,-12.53
2023-06-01,KAI,2.244,9.22
2023-06-01,CSWI,2.243,6.2
2023-06-01,FCPT,2.244,1.19
2023-06-01,IDCC,2.233,6.07
2023-06-01,CRS,2.243,0.42
2023-06-01,VIAV,2.182,0.18
2023-06-01,QFIN,2.367,3.29
2023-06-01,AMBP,2.225,0.28
2023-06-01,KSS,1.992,-0.13
2023-06-01,CSTM,2.212,1.08
2023-06-01,ATRC,2.163,-0.81
2023-06-01,MGRC,2.183,4.45
2023-06-01,NTCT,2.167,0.81
2023-06-01,BBIO,2.247,-2.83
2023-06-01,NEO,2.252,-1.01
2023-06-01,HEP,2.189,1.77
2023-06-01,STEP,2.521,-0.17
2023-06-01,LBRT,2.198,2.94
2023-06-01,MYRG,2.136,4.98
2023-06-01,CSQ,2.203,-3.82
2023-06-01,GDRX,2.095,-0.12
2023-06-01,PTEN,2.139,1.29
2023-06-01,NPO,2.129,0.99
2023-06-01,GRBK,2.236,6.25
2023-06-01,ECX,2.622,-1.23
2023-06-01,TRMD,2.162,8.22
2023-06-01,WHD,2.118,2.09
2023-06-01,TRIP,2.207,-0.14
2023-06-01,AKO-A,2.246,1.02
2023-06-01,BLMN,2.113,1.23
2023-06-01,TCN,2.193,1.52
2023-06-01,EE,2.096,0.77
2023-06-01,MWA,2.159,0.49
2023-06-01,SFNC,2.128,1.84
2023-06-01,OLPX,2.1,0.28
2023-06-01,MTRN,2.121,4.69
2023-06-01,KW,2.145,-0.08
2023-06-01,CARG,2.167,1.27
2023-06-01,FHB,2.167,2.15
2023-06-01,WOOF,2.002,0.23
2023-06-01,ENLT,2.19,0.24
2023-06-01,HRMY,2.062,3.06
2023-06-01,AMPH,2.179,1.77
2023-06-01,JAMF,2.237,-1.24
2023-06-01,RKLB,2.269,-0.33
2023-06-01,VKTX,2.193,-0.93
2023-06-01,FSR,2.028,-1.69
2023-06-01,SKT,2.147,0.8
2023-06-01,AEO,2.032,0.57
2023-06-01,SIX,2.104,1.21
2023-06-01,ALVO,2.245,-2.8
2023-06-01,PRMW,2.061,0.26
2023-06-01,HASI,2.274,0.2
2023-06-01,BOOT,1.958,5.81
2023-06-01,AMK,2.085,1.33
2023-06-01,WSFS,2.094,4.44
2023-06-01,RNW,2.088,-0.21
2023-06-01,NMIH,2.106,3.65
2023-06-01,EPC,2.051,1.81
2023-06-01,MAC,2.123,-0.42
2023-06-01,FBP,2.082,1.51
2023-06-01,SCL,2.069,5.15
2023-06-01,CVNA,2.806,-4.18
2023-06-01,ARCB,2.021,9.82
2023-06-01,MGPI,2.131,4.62
2023-06-01,SHO,2.065,0.37
2023-06-01,VCTR,2.098,3.58
2023-06-01,BOWL,1.966,-0.4
2023-06-01,ALG,2.009,9.77
2023-06-01,GSHD,2.1,0.14
2023-06-01,ICFI,2.172,3.29
2023-06-01,LZ,2.219,-0.13
2023-06-01,CCS,2.081,12.68
2023-06-01,ARCH,1.965,59.74
2023-06-01,HTGC,2.079,1.5
2023-06-01,UPST,2.459,-4.02
2023-06-01,MSGE,1.896,-0.7
2023-06-01,CVAC,2.039,-1.49
2023-06-01,KMT,2.044,1.51
2023-06-01,SIMO,2.103,-0.04
2023-06-01,ACLX,2.127,-4.5
2023-06-01,CRDO,2.457,-0.02
2023-06-01,B,2.013,0.12
2023-06-01,CRSR,2.009,-0.6
2023-06-01,UTF,2.048,-2.06
2023-06-01,LIFW,1.841,-0.16
2023-06-01,VTYX,1.99,-2.33
2023-06-01,DOOR,1.956,8.34
2023-06-01,GSAT,1.998,-0.13
2023-06-01,CNK,1.977,-1.62
2023-06-01,OSIS,2.013,4.8
2023-06-01,EYE,2.007,0.39
2023-06-01,IONQ,2.155,-0.36
2023-06-01,GETY,1.839,-0.36
2023-06-01,HTH,1.975,1.72
2023-06-01,DBRG,2.043,-1.75
2023-06-01,WLY,2.037,-0.16
2023-06-01,INDB,2.007,5.93
2023-06-01,EBC,1.989,-0.29
2023-06-01,AMR,2.035,75.98
2023-06-01,MHO,1.972,17.54
2023-06-01,VIST,1.999,3.92
2023-06-01,CPE,1.946,22.68
2023-06-01,LUMN,1.958,-1.62
2023-06-01,CEIX,1.905,18.83
2023-06-01,NAVI,1.973,3.68
2023-06-01,ABCL,1.96,-0.18
2023-06-01,AILIH,1.985,17.45
2023-06-01,FSLY,2.075,-1.43
2023-06-01,UTG,1.964,-3.1
2023-06-01,STRA,1.92,1.56
2023-06-01,XPEL,1.934,1.61
2023-06-01,LAUR,1.922,0.43
2023-06-01,NUVA,2.022,0.4
2023-06-01,CRCT,2.19,0.21
2023-06-01,GDS,1.97,-1.16
2023-06-01,LSPD,2.24,-7.51
2023-06-01,FA,2.001,0.36
2023-06-01,AUB,1.927,2.87
2023-06-01,YY,1.893,2.56
2023-06-01,CURLF,1.978,-0.51
2023-06-01,GOGO,1.975,0.68
2023-06-01,DAN,1.865,-1.62
2023-06-01,ENVX,2.29,-1.22
2023-06-01,NOVA,2.112,-1.97
2023-06-01,PIPR,1.88,5.88
2023-06-01,TGLS,1.86,3.85
2023-06-01,ADX,1.923,-3.99
2023-06-01,RIOT,2.173,-4.73
2023-06-01,VET,1.935,6.16
2023-06-01,CENT,1.91,2.1
2023-06-01,HLIT,1.951,0.3
2023-06-01,XPRO,1.897,-0.13
2023-06-01,HIMS,1.863,-0.29
2023-06-01,FULT,1.916,1.68
2023-06-01,THRM,1.831,0.61
2023-06-01,PPBI,1.843,2.9
2023-06-01,IIPR,1.837,5.63
2023-06-01,EGO,1.834,0.06
2023-06-01,COUR,1.937,-1.17
2023-06-01,MTX,1.807,3.54
2023-06-01,SLRN,1.735,-12.16
2023-06-01,ARCO,1.838,0.75
2023-06-01,FFBC,1.854,2.6
2023-06-01,ZETA,1.881,-1.85
2023-06-01,SOVO,1.906,-0.48
2023-06-01,ACDC,1.867,1.98
2023-06-01,FTCH,1.969,-2.62
2023-06-01,INSW,1.82,11.5
2023-06-01,SONO,1.836,-0.16
2023-06-01,AVDX,2.133,-0.47
2023-06-01,NEX,1.842,2.2
2023-06-01,NS,1.853,1.19
2023-06-01,NZF,1.905,-4.01
2023-06-01,VCYT,1.897,-0.42
2023-06-01,AQPW,1.852,-0.0
2023-06-01,NXE,2.151,-0.06
2023-06-01,VGR,1.887,1.02
2023-06-01,USAC,1.842,-0.11
2023-06-01,BLU,1.853,-0.73
2023-06-01,ATGE,1.823,1.81
2023-06-01,CTRE,1.925,0.56
2023-06-01,GPOR,1.786,64.88
2023-06-01,GFF,1.855,-7.19
2023-06-01,JACK,1.781,7.05
2023-06-01,CD,2.192,0.26
2023-06-01,ALGT,1.792,3.6
2023-06-01,SBLK,1.836,4.27
2023-06-01,SUPN,1.796,0.89
2023-06-01,COHU,1.814,1.85
2023-06-01,ETY,1.848,-1.89
2023-06-01,AGYS,1.853,0.5
2023-06-01,MYGN,1.884,-1.79
2023-06-01,BVN,1.893,2.13
2023-06-01,PCRX,1.749,-0.24
2023-06-01,AIR,1.788,2.49
2023-06-01,NUV,1.835,-1.51
2023-06-01,NGVT,1.724,5.02
2023-06-01,BTE,1.893,1.07
2023-06-01,GPRE,1.727,-2.28
2023-06-01,TBBK,1.717,2.62
2023-06-01,CRTO,1.824,-0.41
2023-06-01,GDV,1.808,-4.16
2023-06-01,ATMU,1.665,1.48
2023-06-01,SBCF,1.776,1.48
2023-06-01,SPWR,1.911,0.33
2023-06-01,ESTE,1.697,5.7
2023-06-01,ULCC,1.807,0.33
2023-06-01,CWK,1.823,0.32
2023-06-01,SSTK,1.792,2.27
2023-06-01,BORR,1.786,-1.31
2023-06-01,TROX,1.721,3.21
2023-06-01,ZNTL,1.531,-4.13
2023-06-01,PIII,2.121,-6.21
2023-06-01,WGO,1.737,9.51
2023-06-01,FORG,1.756,-0.88
2023-06-01,MIR,1.807,-1.55
2023-06-01,NG,1.763,-0.16
2023-06-01,CVII,1.768,0.3
2023-06-01,WAFD,1.753,4.09
2023-06-01,MRTN,1.739,1.3
2023-06-01,CVBF,1.734,1.78
2023-06-01,GTBIF,1.741,-0.03
2023-06-01,TRN,1.741,1.02
2023-06-01,HCC,1.736,13.08
2023-06-01,GOF,1.772,-1.37
2023-06-01,BMEZ,1.751,-5.99
2023-06-01,SWTX,1.731,-4.77
2023-06-01,UPBD,1.725,1.13
2023-06-01,LRN,1.762,2.63
2023-06-01,BIGZ,1.732,-6.84
2023-06-01,NUS,1.678,1.54
2023-06-01,CAAP,1.673,1.02
2023-06-01,EAT,1.689,1.9
2023-06-01,CCYC,1.722,-0.0
2023-06-01,BGCP,1.562,0.11
2023-06-01,RXRX,1.687,-1.4
2023-06-01,TNDM,1.587,-3.2
2023-06-01,SNEX,1.654,10.4
2023-06-01,SLVM,1.666,8.57
2023-06-01,RCKT,1.684,-3.23
2023-06-01,CLBK,1.731,0.81
2023-06-01,LESL,1.8,0.65
2023-06-01,VRNA,1.739,-0.9
2023-06-01,ATEC,1.815,-1.49
2023-06-01,VSCO,1.46,4.09
2023-06-01,IOVA,1.959,-2.38
2023-06-01,KTOS,1.735,-0.23
2023-06-01,PTXKY,1.704,0.14
2023-06-01,CLM,1.737,-2.2
2023-06-01,RDNT,1.737,-0.24
2023-06-01,BRFS,1.844,-0.45
2023-06-01,LVWR,1.672,-0.41
2023-06-01,IRWD,1.69,1.01
2023-06-01,HLIO,1.685,2.5
2023-06-01,SXI,1.655,11.07
2023-06-01,CAKE,1.617,0.95
2023-06-01,FLNG,1.62,2.71
2023-06-01,OXM,1.519,10.19
2023-06-01,PEB,1.671,-0.37
2023-06-01,ROCK,1.615,2.63
2023-06-01,KAR,1.639,0.07
2023-06-01,ESTA,1.659,-3.32
2023-06-01,AMLX,1.642,-2.23
2023-06-01,GTY,1.671,1.77
2023-06-01,GVA,1.651,1.75
2023-06-01,GOOS,1.675,0.51
2023-06-01,RAMP,1.641,-1.83
2023-06-01,RLJ,1.679,0.26
2023-06-01,ZIM,1.59,22.26
2023-06-01,DRH,1.662,0.46
2023-06-01,GERN,1.72,-0.34
2023-06-01,BNRE,1.59,3.27
2023-06-01,ERO,1.577,0.8
2023-06-01,DFH,1.751,2.52
2023-06-01,PRK,1.639,8.75
2023-06-01,XNCR,1.639,-2.34
2023-06-01,OII,1.629,0.47
2023-06-01,ESRT,1.66,0.33
2023-06-01,UE,1.633,0.15
2023-06-01,BCAT,1.612,-2.79
2023-06-01,UNFI,1.558,3.08
2023-06-01,CRGY,1.593,3.84
2023-06-01,MCY,1.642,-6.47
2023-06-01,WMK,1.627,4.44
2023-06-01,BROS,1.638,-0.06
2023-06-01,FGEN,1.69,-3.38
2023-06-01,FRME,1.597,3.97
2023-06-01,CTOS,1.563,0.23
2023-06-01,AESI,1.62,1.37
2023-06-01,KYMR,1.626,-2.86
2023-06-01,PTY,1.678,0.92
2023-06-01,KN,1.575,-5.04
2023-06-01,ANGI,1.616,-0.21
2023-06-01,VRE,1.627,-0.58
2023-06-01,QTWO,1.653,-1.49
2023-06-01,PHR,1.655,-3.34
2023-06-01,SAVE,1.659,-4.38
2023-06-01,UCTT,1.51,0.18
2023-06-01,RCUS,1.484,-3.53
2023-06-01,EVT,1.604,-2.84
2023-06-01,TMCI,1.626,-0.85
2023-06-01,PDFS,1.623,0.03
2023-06-01,KNTK,1.706,1.35
2023-06-01,BKE,1.575,4.87
2023-06-01,VSTO,1.498,-0.17
2023-06-01,PBAJ,1.598,0.29
2023-06-01,MGNI,1.76,-1.36
2023-06-01,TALO,1.605,6.12
2023-06-01,VCEL,1.553,-0.35
2023-06-01,GAB,1.62,-0.69
2023-06-01,ZIP,1.561,0.49
2023-06-01,ODP,1.56,4.12
2023-06-01,USA,1.595,-1.61
2023-06-01,BRDG,1.532,0.43
2023-06-01,VLRS,1.625,-0.9
2023-06-01,HPK,1.459,2.29
2023-06-01,AUR,1.759,-1.61
2023-06-01,ECAT,1.581,-2.87
2023-06-01,PATK,1.518,10.3
2023-06-01,MOMO,1.616,1.02
2023-06-01,NWN,1.515,2.75
2023-06-01,AG,1.655,-0.84
2023-06-01,MEI,1.542,2.31
2023-06-01,LILA,1.538,-1.34
2023-06-01,COMP,1.698,-1.25
2023-06-01,BANR,1.538,6.01
2023-06-01,JBGS,1.57,0.89
2023-06-01,NAAS,1.607,-4.08
2023-06-01,TSLX,1.609,1.49
2023-06-01,HURN,1.551,3.02
2023-06-01,HMNTY,1.678,0.27
2023-06-01,SAFE,1.661,-36.44
2023-06-01,DICE,1.449,-2.06
2023-06-01,KDNY,1.655,-3.36
2023-06-01,CLS,1.566,1.34
2023-06-01,HLMN,1.578,-0.12
2023-06-01,MLNK,1.609,-0.14
2023-06-01,BOH,1.586,5.3
2023-06-01,EFSC,1.514,5.54
2023-06-01,IMKTA,1.549,13.05
2023-06-01,PRG,1.517,2.43
2023-06-01,SPNT,1.501,-0.36
2023-06-01,OMI,1.567,-0.53
2023-06-01,LOMA,1.614,0.03
2023-06-01,TGH,1.512,5.87
2023-06-01,SGHC,1.545,0.76
2023-06-01,BBUC,1.502,12.82
2023-06-01,EMBC,1.54,1.67
2023-06-01,ROIC,1.532,0.39
2023-06-01,RES,1.51,1.23
2023-06-01,PGTI,1.481,1.79
2023-06-01,SAND,1.64,0.33
2023-06-01,OPEN,1.752,-2.47
2023-06-01,CSGS,1.553,1.9
2023-06-01,ROAD,1.495,0.42
2023-06-01,PLAY,1.488,2.8
2023-06-01,DK,1.409,4.45
2023-06-01,RNST,1.49,3.17
2023-06-01,TTEC,1.534,1.86
2023-06-01,CNNE,1.523,-2.49
2023-06-01,NAC,1.54,-1.98
2023-06-01,BCRX,1.585,-1.2
2023-06-01,BDJ,1.51,-0.4
2023-06-01,PAYO,1.561,-0.07
2023-06-01,PTGX,1.574,-2.76
2023-06-01,OSCR,1.622,-2.85
2023-06-01,SWI,1.537,-5.84
2023-06-01,NAPA,1.525,0.48
2023-06-01,ANF,1.517,0.05
2023-06-01,GOGL,1.438,1.56
2023-06-01,NBTB,1.474,3.4
2023-06-01,MARA,1.672,-6.56
2023-06-01,EPAC,1.459,0.48
2023-06-01,BFH,1.44,9.34
2023-06-01,NVEE,1.451,3.02
2023-06-01,CMTG,1.418,0.84
2023-06-01,SAH,1.461,1.19
2023-06-01,RQI,1.519,-4.87
2023-06-01,RADI,1.474,-1.51
2023-06-01,AMEH,1.516,1.07
2023-06-01,AHL-PC,1.476,-0.24
2023-06-01,COCO,1.475,0.22
2023-06-01,TH,1.483,1.1
2023-06-01,LTGHY,1.399,0.21
2023-06-01,AROC,1.464,0.37
2023-06-01,ENVA,1.458,6.35
2023-06-01,SEAT,1.449,0.49
2023-06-01,BKU,1.457,3.45
2023-06-01,UDMY,1.515,-1.27
2023-06-01,AAT,1.447,0.81
2023-06-01,VRTV,1.452,23.59
2023-06-01,MAXN,1.482,-4.73
2023-06-01,BTT,1.466,-1.02
2023-06-01,OEC,1.432,1.84
2023-06-01,NVTS,1.516,-0.51
2023-06-01,KROS,1.414,-4.28
2023-06-01,INT,1.442,1.77
2023-06-01,PRIM,1.438,2.52
2023-06-01,ESBA,1.478,0.33
2023-06-01,STRL,1.43,3.25
2023-06-01,AGM,1.452,13.46
2023-06-01,WSBC,1.449,3.01
2023-06-01,CTS,1.425,1.8
2023-06-01,PERI,1.479,2.26
2023-06-01,ETWO,1.497,-2.22
2023-06-01,CLDX,1.518,-2.58
2023-06-01,OCSL,1.444,0.11
2023-06-01,ADUS,1.468,3.08
2023-06-01,DVAX,1.475,1.56
2023-06-01,TTMI,1.375,0.67
2023-06-01,IBTX,1.427,2.61
2023-06-01,GSBD,1.451,0.42
2023-06-01,ARI,1.463,1.92
2023-06-01,AGIO,1.429,-3.89
2023-06-01,PRCT,1.464,-2.15
2023-06-01,SMTC,1.422,0.95
2023-06-01,CODI,1.41,-0.27
2023-06-01,MOD,1.413,2.8
2023-06-01,HBI,1.426,-0.79
2023-06-01,ZUO,1.491,-1.55
2023-06-01,MNTV,1.424,-0.52
2023-06-01,SLG,1.457,-2.26
2023-06-01,FNA,1.497,-0.89
2023-06-01,IVT,1.472,0.66
2023-06-01,KEN,1.375,5.73
2023-06-01,NMRK,1.379,0.39
2023-06-01,VRTS,1.419,16.5
2023-06-01,TY,1.41,-5.42
2023-06-01,AHCO,1.417,0.19
2023-06-01,RVT,1.404,-4.34
2023-06-01,FIGS,1.369,0.07
2023-06-01,ERII,1.364,0.16
2023-06-01,MSEX,1.409,2.04
2023-06-01,WRBY,1.311,-0.72
2023-06-01,EQX,1.535,-0.24
2023-06-01,BBU,1.391,0.97
2023-06-01,TNC,1.373,4.3
2023-06-01,PDO,1.411,-3.72
2023-06-01,NSSC,1.357,0.89
2023-06-01,SCHL,1.43,1.77
2023-06-01,BXMX,1.384,-1.77
2023-06-01,ANDE,1.327,2.84
2023-06-01,OPRA,1.553,0.41
2023-06-01,NWLI,1.389,4.48
2023-06-01,BSTZ,1.374,-16.65
2023-06-01,SPNS,1.371,0.96
2023-06-01,SNDX,1.388,-2.42
2023-06-01,PLYA,1.376,0.34
2023-06-01,HEES,1.327,3.96
2023-06-01,SATS,1.312,1.37
2023-06-01,MBC,1.34,1.11
2023-06-01,NWBI,1.368,1.09
2023-06-01,SVC,1.383,0.09
2023-06-01,VEON,1.343,6.64
2023-06-01,CMP,1.305,-1.03
2023-06-01,AUPH,1.304,-0.63
2023-06-01,MNRO,1.299,1.2
2023-06-01,XHR,1.355,0.59
2023-06-01,CHCO,1.325,7.02
2023-06-01,KRP,1.325,2.28
2023-06-01,BRP,1.315,-1.33
2023-06-01,SKYW,1.391,0.64
2023-06-01,JBSS,1.32,5.64
2023-06-01,INDI,1.33,-1.05
2023-06-01,GDEV,1.366,0.66
2023-06-01,FCF,1.327,1.37
2023-06-01,SDA,3.613,-0.3
2023-06-01,JBI,1.312,0.75
2023-06-01,PTVE,1.225,0.74
2023-06-01,DHT,1.31,0.7
2023-06-01,PLUS,1.319,4.45
2023-06-01,XPOF,1.33,-0.79
2023-06-01,ORLA,1.4,0.13
2023-06-01,RLAY,1.345,-2.73
2023-06-01,ALKT,1.477,-0.67
2023-06-01,ETV,1.34,-2.74
2023-06-01,AKR,1.339,-0.44
2023-06-01,DADA,1.281,-0.95
2023-06-01,UTZ,1.314,0.1
2023-06-01,USPH,1.345,2.16
2023-06-01,NISUY,1.332,4.03
2023-06-01,LMAT,1.418,0.93
2023-06-01,TNK,1.247,11.59
2023-06-01,TRMK,1.298,1.52
2023-06-01,PRME,1.435,-1.57
2023-06-01,GCMG,1.301,0.41
2023-06-01,ELME,1.322,-0.31
2023-06-01,PLAB,1.336,2.0
2023-06-01,ALEX,1.336,0.5
2023-06-01,PARR,1.311,12.5
2023-06-01,CLMT,1.253,-0.53
2023-06-01,DFIN,1.294,2.94
2023-06-01,LNN,1.3,7.19
2023-06-01,RYI,1.255,7.21
2023-06-01,FBK,1.284,2.68
2023-06-01,NTB,1.291,4.64
2023-06-01,PRO,1.323,-1.65
2023-06-01,MSC,1.289,-1.52
2023-06-01,CAMT,1.291,1.68
2023-06-01,UVV,1.277,4.97
2023-06-01,LKFN,1.31,4.06
2023-06-01,STER,1.378,0.15
2023-06-01,MDRX,1.299,0.87
2023-06-01,CMPR,1.277,-9.11
2023-06-01,VZIO,1.253,0.05
2023-06-01,IAG,1.395,-0.14
2023-06-01,VVX,1.294,-1.5
2023-06-01,LTC,1.337,2.92
2023-06-01,ETNB,1.376,-2.33
2023-06-01,JPS,1.329,-0.66
2023-06-01,FBNC,1.258,3.54
2023-06-01,BLDP,1.288,-0.54
2023-06-01,EVRI,1.254,1.22
2023-06-01,DGII,1.28,0.76
2023-06-01,HPP,1.302,-0.4
2023-06-01,DOLE,1.294,0.95
2023-06-01,FDP,1.255,2.33
2023-06-01,IDYA,1.37,-1.57
2023-06-01,PLRX,1.287,-2.82
2023-06-01,VECO,1.285,2.61
2023-06-01,ECVT,1.2,0.44
2023-06-01,SYBT,1.244,3.91
2023-06-01,GDEN,1.26,1.86
2023-06-01,HSKA,1.308,-1.92
2023-06-01,MCRI,1.263,4.45
2023-06-01,STEL,1.266,1.53
2023-06-01,HKD,1.254,0.2
2023-06-01,HMN,1.245,-0.38
2023-06-01,ATSG,1.21,1.93
2023-06-01,CASH,1.224,4.55
2023-06-01,LGND,1.23,2.91
2023-06-01,SSU,1.248,-1.92
2023-06-01,HTLD,1.246,1.64
2023-06-01,USM,1.206,-0.07
2023-06-01,SBH,1.216,1.43
2023-06-01,CHEF,1.218,0.72
2023-06-01,PFS,1.234,2.31
2023-06-01,PX,1.26,0.19
2023-06-01,GEL,1.196,-0.05
2023-06-01,LPRO,1.251,0.45
2023-06-01,CWH,1.184,2.25
2023-06-01,ETG,1.224,-5.04
2023-06-01,TVTX,1.358,-4.47
2023-06-01,GPCR,1.227,-1.5
2023-06-01,STC,1.216,3.53
2023-06-01,QQQX,1.205,-8.42
2023-06-01,NMFC,1.218,0.8
2023-06-01,CPRX,1.235,0.89
2023-06-01,ARVN,1.16,-5.43
2023-06-01,AVPT,1.259,-0.23
2023-06-01,LADR,1.224,1.16
2023-06-01,STEW,1.212,0.66
2023-06-01,HTLF,1.208,5.01
2023-06-01,GSG,,
2023-06-01,HYT,1.232,-1.75
2023-06-01,USNA,1.182,3.37
2023-06-01,SHCO,1.202,-0.89
2023-06-01,CARS,1.212,0.36
2023-06-01,TDCX,1.261,0.52
2023-06-01,CNXN,1.168,3.06
2023-06-01,SANA,1.168,-1.57
2023-06-01,MAG,1.312,0.21
2023-06-01,MATW,1.18,-2.04
2023-06-01,MNKD,1.184,-0.29
2023-06-01,AIV,1.234,0.38
2023-06-01,PAY,1.245,-0.0
2023-06-01,CRNX,1.18,-3.28
2023-06-01,CTIC,1.194,-0.54
2023-06-01,JELD,1.117,0.69
2023-06-01,MLTX,1.203,-1.07
2023-06-01,TWO,1.243,-3.04
2023-06-01,PLMR,1.316,2.45
2023-06-01,KFRC,1.168,3.57
2023-06-01,PL,1.266,-0.63
2023-06-01,SILK,1.204,-1.49
2023-06-01,AFYA,1.11,0.76
2023-06-01,OFG,1.183,3.64
2023-06-01,UFPT,1.207,6.09
2023-06-01,DAC,1.211,18.46
2023-06-01,RC,1.116,1.28
2023-06-01,TFIN,1.208,3.5
2023-06-01,HLF,1.178,2.58
2023-06-01,NBHC,1.158,2.64
2023-06-01,HIMX,1.242,0.78
2023-06-01,BRCC,1.195,-0.3
2023-06-01,DO,1.181,-0.6
2023-06-01,SSII,1.191,-0.79
